Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales,Total Advertising Cost of Sales (ACOS),Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,drem mo non slip,2,1,50.0%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo non slip,4,1,25.0%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo non slip,13,2,15.38%,$1.23,$2.46,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo shower runner rugs non slip,2,1,50.0%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo shower mat non slip,6,1,16.67%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo shower mat non slip,17,3,17.65%,$1.23,$3.69,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo shower mat non slip,32,1,3.12%,$1.23,$1.23,$24.11,,,1,1,,,,,
"Jul 30, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo mat non slip,18,6,33.33%,$1.19,$7.13,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo mat non slip,8,1,12.5%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dremmo mat non slip,13,3,23.08%,$1.23,$3.69,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,93,1,1.08%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,84,1,1.19%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,55,1,1.82%,$0.76,$0.76,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,161,1,0.62%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,134,1,0.75%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,119,1,0.84%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,86,1,1.16%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,55,4,7.27%,$0.78,$3.10,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,rv shower curtain non slip,81,1,1.23%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,自动-主,自动-主 组,紧密匹配,,strong and corner in shower comfort runner rugs non slip,1,1,100.0%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,自动-主,自动-主 组,紧密匹配,,strong travel mat non slip,3,1,33.33%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,自动-主,自动-主 组,紧密匹配,,strong to corner comfort mat,3,1,33.33%,$0.76,$0.76,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,自动-主,自动-主 组,紧密匹配,,dorm non slip loofah mat,21,1,4.76%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,自动-主,自动-主 组,紧密匹配,,avenor non slip mat,2,1,50.0%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,avenor non slip mat,80,2,2.5%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 09, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub runner rugs,12,1,8.33%,$0.98,$0.98,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub runner rugs,6,1,16.67%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub runner rugs non slip,15,2,13.33%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub runner rugs non slip,13,1,7.69%,$0.81,$0.81,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub runner rugs with suction cups,3,1,33.33%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub runners non slip,8,2,25.0%,$1.16,$2.32,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub runners non slip,4,2,50.0%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub runners non slip,6,2,33.33%,$1.23,$2.46,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub rugs loofah,2,1,50.0%,$0.77,$0.77,$35.20,,,1,1,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub non slip,28,1,3.57%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub anti slip,2,1,50.0%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub pillows non slip,9,1,11.11%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub & shower mats,5,1,20.0%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub & shower mats,3,1,33.33%,$1.23,$1.23,$24.11,,,1,1,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat,30,2,6.67%,$1.23,$2.46,$0.00,,,0,0,,,,,
"Jul 07, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,190,3,1.58%,$0.98,$2.95,$48.21,,,2,2,,,,,
"Jul 10, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,669,1,0.15%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,1573,6,0.38%,$1.16,$6.95,$48.21,,,2,2,,,,,
"Jul 12, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,735,2,0.27%,$1.16,$2.32,$35.20,,,1,1,,,,,
"Jul 13, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,690,5,0.72%,$0.77,$3.87,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,604,6,0.99%,$0.77,$4.64,$108.47,,,3,4,,,,,
"Jul 15, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,334,1,0.3%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,542,1,0.18%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,877,2,0.23%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,678,7,1.03%,$0.77,$5.42,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,404,5,1.24%,$0.77,$3.87,$48.21,,,2,2,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,263,2,0.76%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,571,4,0.7%,$0.78,$3.10,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,452,1,0.22%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,566,8,1.41%,$0.77,$6.19,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,313,1,0.32%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,62,1,1.61%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,200,3,1.5%,$0.77,$2.32,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,175,3,1.71%,$0.82,$2.46,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip,194,3,1.55%,$0.77,$2.31,$48.21,,,2,2,,,,,
"Jul 17, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip with suction cups,49,2,4.08%,$0.71,$1.42,$24.11,,,1,1,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip with suction cups,63,1,1.59%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip with suction cups,57,2,3.51%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip with suction cups,116,2,1.72%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat non slip with suction cups,59,1,1.69%,$0.71,$0.71,$0.00,,,0,0,,,,,
"Jul 08, 2026",,USD,自动-主,自动-主 组,紧密匹配,,bathtub mat quick drying,2,1,50.0%,$0.98,$0.98,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,自动-主,自动-主 组,紧密匹配,,shower stall mat non slip,1,1,100.0%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,自动-主,自动-主 组,紧密匹配,,shower mildew resistant bathtub mat,2,2,100.0%,$1.16,$2.32,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,shower non slip mat with suction cups compact,8,2,25.0%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,自动-主,自动-主 组,紧密匹配,,shower mat,50,1,2.0%,$0.76,$0.76,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,shower mat,38,1,2.63%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,自动-主,自动-主 组,紧密匹配,,shower mat non slip,13,1,7.69%,$0.77,$0.77,$24.11,,,1,1,,,,,
"Jul 27, 2026",,USD,自动-主,自动-主 组,紧密匹配,,anti skid runner shower mat,2,2,100.0%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,koverra bathtub mat non slip,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,koverra bathtub mat non slip,4,1,25.0%,$1.23,$1.23,$35.20,,,1,1,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,koverra bathtub mat non slip,2,1,50.0%,$1.23,$1.23,$48.21,,,2,2,,,,,
"Jul 23, 2026",,USD,自动-主,自动-主 组,紧密匹配,,travel skid free toilet brushes,8,1,12.5%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,anti slip runner shower mat,1,1,100.0%,$1.23,$1.23,$35.20,,,1,1,,,,,
"Jul 30, 2026",,USD,自动-主,自动-主 组,紧密匹配,,anti slip bathtub mat,3,1,33.33%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,anti slip nonslip shower mat,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,自动-主,自动-主 组,紧密匹配,,anti slip loofah mat runner rug,2,2,100.0%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,anti slip mat,32,2,6.25%,$0.82,$1.64,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,anti slip mat with travel on the strong,2,1,50.0%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,自动-主,自动-主 组,紧密匹配,,ko vera bathtub mat,3,3,100.0%,$1.19,$3.56,$48.21,,,2,2,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,ko vera mat,9,1,11.11%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,anti slip machine washable bathtub mat,3,1,33.33%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub,56,3,5.36%,$1.16,$3.48,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub,308,1,0.32%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub,262,3,1.15%,$0.77,$2.32,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub,197,1,0.51%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub,112,1,0.89%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub,90,1,1.11%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub mat,3,1,33.33%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub mat shower runner rugs with suction cups compact,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 08, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip shower mat machine washable,30,1,3.33%,$0.95,$0.95,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip loofah runners,2,1,50.0%,$1.09,$1.09,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip loofah mat,174,1,0.57%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip loofah mat,77,2,2.6%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip machine washable bathtub rugs runner,1,1,100.0%,$0.77,$0.77,$35.20,,,1,1,,,,,
"Jul 07, 2026",,USD,自动-主,自动-主 组,紧密匹配,,nonslip bathtub mat gray,69,2,2.9%,$0.87,$1.74,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip mildew resistant mat,39,1,2.56%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 09, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip tub in shower mat,58,1,1.72%,$0.98,$0.98,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip tub in shower mat,10,1,10.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip runners,8,1,12.5%,$1.23,$1.23,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip runners,35,2,5.71%,$0.82,$1.64,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip runners textured loofah rugs,1,1,100.0%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip textured loofah runner mat,3,2,66.67%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip rugs,301,1,0.33%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip rugs,836,4,0.48%,$0.78,$3.10,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip rugs,864,2,0.23%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip rugs,604,1,0.17%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip rugs,420,1,0.24%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip rugs,453,2,0.44%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower curtains walk in tub textured basic,9,1,11.11%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip quorras flexible,5,1,20.0%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip suction cups strong runner rugs,2,2,100.0%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip strong compact rugs,3,1,33.33%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub runner rugs,111,1,0.9%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub runner rugs,275,3,1.09%,$0.77,$2.30,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub runner rugs,136,1,0.74%,$0.79,$0.79,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub runner mat,25,1,4.0%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 07, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,111,1,0.9%,$0.98,$0.98,$0.00,,,0,0,,,,,
"Jul 08, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,207,3,1.45%,$0.98,$2.95,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,265,2,0.75%,$1.14,$2.27,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,175,3,1.71%,$1.16,$3.48,$35.20,,,1,1,,,,,
"Jul 17, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,142,5,3.52%,$0.77,$3.87,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,227,1,0.44%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,277,4,1.44%,$0.78,$3.10,$70.39,,,2,2,,,,,
"Jul 24, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,203,1,0.49%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,92,1,1.09%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,169,1,0.59%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,92,1,1.09%,$0.77,$0.77,$24.11,,,1,1,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat,91,3,3.3%,$1.16,$3.48,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat rugs,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 07, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat machine washable,28,2,7.14%,$0.98,$1.97,$68.70,,,3,3,,,,,
"Jul 10, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat machine washable,173,1,0.58%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat machine washable,33,1,3.03%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat machine washable,141,2,1.42%,$0.78,$1.55,$70.39,,,2,2,,,,,
"Jul 07, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat with suction cups,5,1,20.0%,$0.98,$0.98,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat with suction cups,26,1,3.85%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip bathtub mat with suction cups compact,32,1,3.12%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,246,4,1.63%,$0.78,$3.10,$48.21,,,2,2,,,,,
"Jul 16, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,331,1,0.3%,$0.77,$0.77,$35.20,,,1,1,,,,,
"Jul 17, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,201,1,0.5%,$0.75,$0.75,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,140,1,0.71%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,143,1,0.7%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,223,1,0.45%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,195,1,0.51%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,273,1,0.37%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,251,2,0.8%,$0.78,$1.55,$24.11,,,1,1,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower runner rugs,93,1,1.08%,$0.82,$0.82,$24.11,,,1,1,,,,,
"Jul 09, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip shower mat,93,1,1.08%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip loofah mildew resistant mat,12,2,16.67%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip loofah runner rugs,3,2,66.67%,$1.16,$2.32,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip loofah runner rugs,33,2,6.06%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip loofah runner rugs,64,1,1.56%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip loofah mat,50,1,2.0%,$0.72,$0.72,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip loofah mat,84,1,1.19%,$0.75,$0.75,$0.00,,,0,0,,,,,
"Jul 08, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip travel strong mat,29,2,6.9%,$0.51,$1.02,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip travel strong mat,48,1,2.08%,$0.95,$0.95,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip travel strong mat,74,2,2.7%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip travel strong mat,84,1,1.19%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip travel strong mat,102,2,1.96%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip quick drying bathtub mat,10,1,10.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip mat,6,1,16.67%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip mat,114,1,0.88%,$0.82,$0.82,$70.39,,,2,2,,,,,
"Aug 02, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip mat,170,1,0.59%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip mat rugs,22,2,9.09%,$0.76,$1.53,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip mat rugs,60,2,3.33%,$0.78,$1.55,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,自动-主,自动-主 组,紧密匹配,,non slip mat rugs,133,1,0.75%,$0.82,$0.82,$0.00,,,0,0,,,,,
